0.25383575	4.943424
0.27064251	5.2965039
0.27064251	4.2372642
0.27904589	4.6327137
0.28744928	5.3247503
0.30425604	5.7060766
0.30425604	5.1270255
0.30425604	4.3643729
0.30425604	4.6044673
0.31265942	4.7880688
0.3210628	4.5479745
0.3210628	4.0536626
0.34627295	3.6723363
0.36307971	6.0591565
0.37148309	4.0960322
0.37988647	4.3643729
0.38828986	5.9038013
0.42190338	4.5903441
0.43871014	4.5197281
0.43871014	3.9971698
0.43871014	3.5311043
0.44711353	5.4659822
0.45551691	5.2682575
0.45551691	4.1948946
0.45551691	4.0536626
0.46392029	3.29101
0.47232367	6.5675916
0.48072705	6.4263596
0.48072705	5.0705327
0.48072705	4.7456992
0.49753382	6.2145117
0.49753382	3.5169811
0.5059372	2.9802997
0.52274396	6.0167869
0.52274396	5.663707
0.53955072	5.7908158
0.53955072	3.2486404
0.55635749	6.7794395
0.55635749	3.6723363
0.56476087	6.7370699
0.57316425	6.454606
0.58156763	6.2003885
0.60677778	2.7684517
0.60677778	3.1356548
0.62358454	3.5028579
0.6403913	6.6523307
0.6403913	6.2568812
0.64879469	6.9630411
0.70761836	6.8500555
0.72442512	3.0085461
0.7328285	3.0509156
0.76644203	2.570727
0.76644203	7.1183962
0.77484541	2.6272198
0.78324879	7.1466426
0.78324879	6.8924251
0.80005556	7.0477802
0.80845894	6.9206715
0.84207246	7.3584906
0.84207246	7.245505
0.90089614	7.2031354
0.9177029	2.3447558
0.9177029	7.386737
0.92610628	2.6130966
0.95131643	2.8531909
0.98492995	7.2737514
0.99333333	2.4436182
1.0101401	2.1752775
1.0269469	7.3019978
1.0689638	7.4008602
1.0773671	7.2737514
1.0857705	7.5844617
1.0857705	7.5562153
1.1025773	2.0764151
1.1361908	2.429495
1.1529976	2.3306326
1.1529976	7.6127081
1.161401	2.0905383
1.1698043	7.6692009
1.1950145	7.5562153
1.2034179	8.0081576
1.2118213	2.4436182
1.228628	7.9234184
1.2370314	1.9634295
1.2538382	5.9602941
1.2790483	1.9351831
1.2790483	2.1046615
1.337872	8.0787736
1.337872	2.1894007
1.3546787	7.9375416
1.3714855	1.8645671
1.3966957	7.7821865
1.3966957	6.0309101
1.405099	1.7515816
1.4135024	7.8528024
1.4135024	8.036404
