0.83507307	4.5614035
1.4822547	6.374269
1.565762	7.9532164
1.6283925	3.5672515
1.7118998	6.9590643
1.8162839	5.3508772
1.9206681	6.4912281
1.9206681	7.4269006
1.9415449	6.4035088
1.9415449	6.7836257
2.045929	7.251462
2.0876827	2.8070175
2.1085595	2.0175439
2.1294363	7.9532164
2.1503132	6.6374269
2.17119	7.7777778
2.2546973	6.871345
2.3173278	7.8070175
2.3382046	3.5380117
2.3590814	6.7836257
2.3590814	7.8654971
2.4217119	2.3099415
2.4425887	6.1403509
2.4425887	6.0818713
2.4425887	8.0409357
2.4425887	2.1929825
2.4425887	2.9532164
2.4634656	6.9298246
2.526096	2.8070175
2.5469729	1.6666667
2.5469729	3.0994152
2.5678497	6.7251462
2.5678497	1.871345
2.5887265	7.8947368
2.5887265	7.1637427
2.6722338	3.2163743
2.6722338	1.6081871
2.6931106	2.6315789
2.7348643	2.4269006
2.7974948	7.748538
2.8183716	8.1578947
2.8183716	4.4736842
2.8392484	6.2280702
2.8601253	2.1052632
2.9227557	7.6023392
2.9436326	3.5380117
2.9436326	3.6549708
2.9645094	2.7192982
3.0271399	2.9239766
3.0271399	3.2163743
3.0480167	1.7836257
3.0688935	2.3099415
3.0897704	7.251462
3.1941545	7.8362573
3.1941545	6.5204678
3.1941545	2.8070175
3.2150313	7.748538
3.2359081	7.5146199
3.2359081	6.871345
3.2359081	3.5672515
3.2359081	2.6315789
3.2359081	3.3040936
3.2359081	2.1345029
3.2985386	2.6900585
3.3402923	7.7777778
3.3611691	6.6374269
3.3611691	2.6900585
3.4446764	5.2339181
3.4655532	1.9005848
3.4655532	5.8479532
3.5073069	1.5497076
3.5073069	2.2807018
3.5908142	6.8128655
3.611691	3.2163743
3.7787056	2.0175439
3.8204593	2.748538
3.9665971	3.5380117
4.1336117	7.2222222
4.1336117	8.0701754
4.1753653	5.6432749
4.2379958	4.3274854
4.2588727	5.4093567
4.2588727	3.0409357
4.2797495	5.1169591
4.34238	4.7076023
4.4050104	5.4093567
4.4258873	3.3333333
4.4467641	4.9122807
4.4467641	6.1403509
4.5929019	5.6725146
4.6346555	4.8538012
4.697286	4.3567251
4.7599165	5.8479532
4.8016701	5.9064327
4.8016701	5.3508772
4.8851775	4.122807
4.9269311	5.6432749
4.9686848	4.7953216
5.0521921	5.0584795
5.1148225	6.0526316
5.1148225	5.4385965
5.2192067	8.0409357
5.2400835	2.9532164
5.302714	4.502924
5.3653445	2.1345029
5.3862213	1.6959064
5.4070981	5.877193
5.4070981	5.7602339
5.4488518	5.0877193
5.5114823	4.8538012
5.5741127	5.3508772
5.8037578	4.2397661
5.9498956	2.6023392
6.2421712	2.3099415
6.2839248	2.8947368
6.3048017	3.625731
6.3674322	2.4853801
6.5135699	2.9824561
6.5344468	3.0994152
6.5970772	4.4736842
6.5970772	2.5146199
6.6805846	3.3918129
6.7014614	1.871345
6.7849687	6.6374269
6.8058455	3.1871345
6.8475992	3.8304094
6.8475992	4.2105263
6.868476	2.1637427
6.9728601	3.2748538
7.0772443	1.9298246
7.1607516	2.8362573
7.1816284	4.0643275
7.2442589	2.0175439
7.3068894	3.3040936
7.3068894	6.9883041
7.3695198	2.1052632
7.4112735	3.3918129
7.4530271	2.1929825
7.473904	3.9473684
7.5156576	2.6315789
7.5782881	3.9181287
7.6826722	2.8070175
7.8079332	2.4269006
7.9749478	3.5964912
8.0375783	3.5964912
8.0584551	3.4795322
8.308977	4.1520468
